run_name,strategy,model,dataset,split,device,precision,recall,map50,map50_95,map75
exp2_hyperparams_aug_yolov8s_cpu_test,Hyperparameter and augmentation optimization,runs/detect/exp2_hyperparams_aug_yolov8s_cpu/weights/best.pt,data/yolo_sws405/data.absolute.yaml,test,cpu,0.7059,0.7246,0.7568,0.5924,0.6448
